A,B,C,D
72.4683493570035,74.59923490882511,78.88478424773666,73.37193737649187
74.97337437239347,72.39504437191252,72.65457400878041,77.73491117371472
81.73472883749227,71.76528094866549,79.19637216104522,76.29784371669811
74.13697557156033,77.16300571717932,83.83666534229654,73.94917485942705
70.83877219638879,68.42560240768489,67.49048134308262,78.77072717810572
71.7404806854726,78.5695435577487,70.34667646891155,75.63665322787372
69.52581092715924,82.34634770413788,74.4955689511114,74.02625293082805
78.5753660257167,80.474681481393,75.66607969536975,79.01263262919294
76.58998469909476,66.4143899062087,73.43604233128431,79.32886701531157
74.46721760146072,65.1261848157746,70.96779256394436,73.17829278076077
77.62529000452234,76.09108844966516,69.66131087534254,68.79735207293251
72.5279118870405,74.68801839244242,72.29727180466345,75.44247629650961
73.12764669888718,77.20044876743572,72.5823278493284,79.56487316479776
71.14741851556623,74.19256828476546,73.3758626341582,70.28247370068986
73.29598652213235,79.34655962557808,82.79084898369555,79.52266064846886
76.28219704532408,77.46645765780771,77.89814469809087,76.81384099702618
69.27995768434822,80.68402988277244,78.25365743833791,68.8568402428943
77.17038056439327,73.76050245042454,75.96429799240218,79.07191124236537
76.5261905802268,69.31209354982403,74.48167977469383,71.04310104748365
71.61819184655961,70.16016145176657,74.59621316521397,75.91889537009979
78.81804399506665,78.32943731518286,74.91617147018309,74.35982562342173
74.63152814371983,75.36139686618722,75.08643764204574,68.90469390235265
78.75299782644575,72.60574583576503,74.67287424485627,75.04913084032569
74.46823329521233,74.61524040348964,77.6913601269096,84.77602983150405
76.7239013137447,77.48397436377606,76.23010703749495,75.7256359626403
75.0800714756686,78.66676939507829,72.44665421194667,80.0935247184364
72.88583071307839,74.62286817076654,72.09606509378048,72.1381011259575
76.28797597873513,80.48525940799767,68.18263564998762,87.97488596150836
73.69629178059606,73.33759606756091,67.85049460228096,83.83768863208138
68.59617920514012,71.98038777785045,75.52987762883363,67.22341133157643
75.42549363217294,72.45428719605667,77.28080337707348,69.53242945494888
75.0834428535296,75.28100897670312,74.68585045190552,86.64727705726486
78.9307488052587,76.3248884841854,74.24092889934037,77.19460425889783
81.69056866942296,79.57994744896774,75.03517846558515,76.48854502582498
75.9476238945494,76.66902035735404,65.98173479803788,82.53292380329492
81.28661292912565,66.46244484403748,72.96538077977787,72.49060690455421
75.52503138343712,81.6683153790604,75.18804581950286,70.89802529265778
68.54738961838036,73.23808415196646,76.18843760656934,72.29481816535046
73.96966997366496,75.85286453839792,75.4978522849116,75.70676595502366
73.48949483364156,77.92351392759198,75.42941899248154,80.84141679618189
76.94378151955144,75.49700713097265,78.96167467688488,76.93394649405394
74.36413014505021,74.39395868276041,71.99183484564716,74.02113247055264
78.50233694811118,76.51021888382328,77.19995856366066,74.52900373640172
73.17272297320427,73.41820288734307,74.43683058301075,83.23567744219653
75.69368744899823,69.66257944283707,73.36620485510159,66.62690589797403
79.45657393670564,73.93737661949936,71.33038447710268,76.04173667082819
71.98444848513897,73.39992659802883,74.8629080783823,68.6548931892159
79.50357156015231,72.40064402523258,73.55912251206612,74.44110814774575
79.65228069169446,71.41447474644455,72.26773237874357,74.10427291501784
75.37173209929206,74.05193421750334,72.17303817688484,64.65943296835918
71.44094459822047,80.09701220204859,78.54193154842076,71.2392994945484
75.66721923391361,73.04511155093884,78.10229264300875,73.50813147064177
76.23395494230768,77.63661707428003,75.24888793570969,78.37817211776405
76.01297851663193,82.20866793347206,68.79437441501344,76.82267549889308
73.8091454240966,74.48247807975027,71.23313987708217,76.05810826348213
76.0507610482314,77.63268814937071,71.23593790935851,78.02549082102806
73.09492991312834,65.58757756826847,75.87786079550483,77.26307431513918
72.92312874937028,69.19362253859926,75.84344956062176,82.48701113862433
77.5841935576964,73.81371877258087,82.3826417670636,73.13788693002336
78.09646070231017,77.65742627844475,76.3243671980103,76.52286584550765
68.97760539181283,78.74595889283817,74.85892860866433,71.09280039660656
75.65296470816399,72.50978274905198,78.74731867184443,80.57882638345272
79.20695995445429,76.90012432717616,76.42870273875438,73.74519590345395
75.43232655570009,68.01629778784365,77.68527485497027,69.52243984208721
71.5030442385219,71.38288474285403,78.78532835393287,67.77317969440527
78.0108433472181,71.85973154038486,69.71441018666616,64.68451641342222
73.80650762375431,76.28229318620055,72.03366299818717,68.66393416085523
74.58441494866497,73.98158612246527,78.73964533390175,78.15117317984762
77.55386604029474,75.90836333760099,75.16569851871404,80.57776578837768
76.60829180669393,75.35765667811796,77.24028025337637,79.12697029295583
70.7666221586461,70.5415268759345,70.0856313200006,73.60671238908697
71.53522324137283,75.59907514947083,78.8162902864108,72.56907922088682
76.45995966367217,81.20417330783731,80.8846663357007,77.20998088418452
72.97428928707332,71.98880979077875,75.73012706876604,69.81311271848503
72.79540354828654,75.69355032234728,80.66214478860819,66.022339141992
72.95481549759018,73.16974317842252,70.89708207025285,68.52101402438265
74.63062924996473,80.49000726832985,72.81034706076959,68.76544592342586
79.01902321049056,76.03697953706309,77.4938743558079,74.38119961221534
72.87487729302471,77.62997174022323,79.25533524810564,73.79374862316364
74.20198806292365,81.18243790992958,76.4819627283576,85.7500854684324
75.15664996022763,69.94964153665349,70.07492292203766,81.80413704616215
75.9508168017654,68.9634937924453,74.70697856281578,72.7542385227351
72.07944992504454,76.40079881772286,71.87936175106461,69.3108009829478
70.97804382685167,72.62314868890277,74.08891458415627,71.58808410816913
76.4500200674944,76.4400066145082,82.67610765517928,68.6722619253609
82.31100895893879,78.87678299648915,72.64866947714408,76.36929057896158
76.25313995327971,73.69208545434775,77.21144956990436,67.99459567180209
76.77133546194402,77.08145552929001,71.80844769177175,68.25393406814881
74.95331769439994,71.09527793604823,70.45073464595838,76.73955219110681
78.71745389400655,72.74606570640823,76.26155853688473,87.06548438030771
70.96609628598489,78.51055041655485,76.21982197712721,74.45955927761938
74.6957131759399,80.83517434996594,71.29792186546419,76.9242802350676
74.29740882802271,80.02019769833802,78.45228843548807,68.77363400084211
71.66024756492834,70.35140018277428,72.3931825372254,78.67531441365374
74.8566353226721,73.121778179578,79.1458538306639,76.5012118062333
75.40051901871306,83.01409270229664,74.57869922811555,78.76209546134903
74.89640185591162,75.17701310060829,75.42314794261111,78.73219643684351
70.07231289908957,77.83323556304005,77.60753823748443,72.5264708081587
78.91415271087263,71.73656842900564,77.63806264036866,73.09744117133815
70.58601249849094,71.52240532308964,66.32206068632198,73.66539924725394
71.61587655831418,74.01021589899989,70.22556810478534,71.23605817045046
73.88829917700043,78.25691114493156,73.12283546544892,75.60787623190156
77.15861395418378,70.8566822059973,80.33741485710476,74.56636157512169
77.91860420365339,67.18505538776867,72.5476854739613,71.23737026083764
75.32589356979294,75.72090328357713,79.5245016295708,74.15974038757386
74.81386669693514,75.04120159246554,72.89282017053097,72.39958878153726
76.43153372539875,74.93217034805672,76.49227943491726,85.95237717596325
76.35268301880106,77.24498003711346,80.5304382330115,70.97076384909076
74.17622178615467,80.54078498035157,77.2688088375648,80.95438123868377
79.97282520034553,72.73376411065956,80.89139973359286,69.30865981822065
75.54959026988044,68.86850823458593,81.42906655264294,77.47234613255887
77.34287488489186,71.81315207511939,78.42131197998373,72.04511606209154
69.69394530268566,77.85031393209631,75.14588393848476,76.5319591489376
76.84347359572502,79.97403737743453,74.35039557618326,75.31376678845561
72.7135026981972,72.16881036600908,73.24474651119756,79.01804579839441
74.91103170264326,75.57222098472708,74.55361912894611,78.63866294117885
75.49799153326474,76.68156575430861,78.5936085802985,70.80970550448758
77.61844924709331,73.78235813910817,71.17117632851833,62.11439977886819
70.8744046526856,73.08863764857408,70.29774201834918,77.10926767502868
74.81499153139286,77.02623141648675,67.02025953416974,67.69698580947383
78.37325034126674,73.27135913440922,72.55818802724328,65.67478277723536
76.98690016133017,76.33809485825468,76.16220318075823,76.91938701715168
74.54739324373153,67.79052746042932,79.10825982323169,73.03225924243472
75.84040831673568,73.58215943530219,76.44241701740845,80.12055506454499
77.22306848748423,72.71377700117408,75.59851341557699,68.90290336496221
72.90767934223952,79.53812221232837,76.26421682189398,74.90672155561829
73.11098637472837,71.67605521118548,77.71143808356501,86.22440494812177
74.2809921898211,78.23765348845558,77.0661992354354,77.66340813090389
77.8296868419774,75.24807158391481,71.62338634303268,75.9838771889056
81.84776901612554,77.50824752704303,69.91384774730571,75.14038859056785
73.10382398507953,72.08361011497281,70.61491971137407,80.00440613734828
77.14577535827198,76.74369585752163,79.80719449892503,77.31199098290212
75.02233118933188,75.97924093964154,76.5042459074531,78.79551744521106
75.64083596717985,78.26986796405451,76.04139745710211,77.90241768813877
76.51454771446012,72.07776742599799,75.95772567235888,69.29241381663913
69.4949024338116,74.45486695701673,70.06248530939452,72.56797214970105
74.21812514140446,75.57736006107635,81.230081247181,77.93430224426143
80.30506003471075,74.83971387268502,74.3997578259966,69.40819444282614
79.13953344330062,71.00489477327845,70.18245312203979,75.88371269225016
72.76576099645065,72.09008134631033,80.33412672306672,64.63819643683972
79.43770537010566,74.27003493821941,77.25363946702342,78.582896430777
78.66300510822391,81.95205218917086,74.90090344296951,78.74372089037936
73.25897379228017,73.32807305195037,73.01983715103759,70.08067294268133
80.33701397809268,73.18801472411104,72.21387200751902,68.55460034333935
73.04967839678001,73.7189344101181,74.07521143175646,90.18738704163317
81.06230493631234,71.87237798244757,74.83009947547865,67.58292818850542
78.53749550359346,74.95450833195142,69.2411382349469,77.44971852762643
73.24174107867094,74.90949806393482,78.32856999920685,79.32208694886377
71.82526088666134,70.74358948461942,77.68108138984647,82.43156069012343
71.38589030466206,73.9812112676092,75.0497639817552,75.15541490478665
81.78768531391796,74.39574551883133,75.14741377009786,72.34909322270278
76.46587592596454,75.65485986850197,77.62499369564426,74.82853105951473
71.02890840407487,74.88668437936396,66.73401815072508,79.26043807785422
80.13969323405016,78.80534801427352,67.04210879929954,72.6252047797901
75.46628327267587,81.74299232555732,76.44057991939538,72.36454269750699
73.67326058235285,71.96035900681441,77.60508250272991,67.65479994548507
77.30891762079351,73.36266374041276,73.23011602898521,75.5423168903187
75.42799773088365,73.03148790557908,70.59285042898443,71.34310561886711
77.59216322775073,77.73394927451622,76.6833660480239,76.44984340476418
74.58812930626782,75.16644162400975,69.87611466569825,68.75615958460745
78.36418563358966,76.13907007316382,78.94255861567288,68.67452419710625
72.04509637021586,76.36492289270548,74.31580585229854,75.22648345457011
74.31359559536898,67.8597528138349,70.08956612135125,71.59939735421531
72.53982082676161,75.13334619108616,77.00702941948818,85.9400613154945
74.86651964247103,77.71591360398048,71.34938635461029,64.73754466117538
79.5899795850642,79.46373231580407,73.51384096435162,72.73274229177758
75.07483919618802,76.78401895973958,73.38260128542018,78.41160846221786
73.48262500736122,74.79612055938267,69.8501522592671,73.70906245019704
77.30139585055785,76.08240729545862,77.72155245033417,74.9427340409118
74.76580910598534,73.9182767865915,73.75294589584682,66.7258225267841
76.29625773684693,79.001654375963,65.18575438376388,66.78906559913568
75.05228453976703,74.42694264043918,81.1018996312141,79.60096485382215
74.37296963258783,77.29946806376185,70.90355066702494,73.8677567636571
73.76118195605045,72.10630579143917,74.34607835335673,70.15823658156751
73.62588776494633,72.79464254229876,69.70145008788205,80.77199439478963
66.85624515230894,74.93840744496538,73.47680307002918,72.25243908397674
72.96934228547619,67.94570637982159,74.018610460839,76.42461377775926
80.31274340923615,73.84855576196452,70.57332163448964,75.26414975219292
70.70135534058156,69.48668608076062,78.54909280413396,68.91013806199894
78.62420965704,69.14884135875155,73.12716887483914,76.10973422058116
75.82388180133644,70.41701696665666,76.13585525436662,72.1913875183051
71.2296858426418,72.24874883210501,76.48531974342983,74.61164646495699
73.29140740323687,76.0993614939084,69.16095340555039,71.81308188243962
71.88139062242071,74.73560387247036,66.62855564876091,75.07925048573489
70.33742136780288,80.57913480077737,78.00058815804341,72.71918035849015
77.39436093850132,79.48357071562458,75.55161833745083,72.2778707369929
74.51548200626499,77.98067670881557,72.46375997160833,80.8054083381325
75.77055500171208,76.39840761461957,71.99872845541215,71.27651026206712
76.48496876274801,73.56767369966265,76.01021899076511,72.55219319013531
74.86119913736307,75.42472504839223,76.69553711774613,76.70898962454389
71.5546865985329,80.64040607053585,70.24568324155678,73.59670492008621
74.03947404192306,73.85664821988738,72.11036178336934,72.92434051653754
75.93348872337552,72.47274351393075,72.93858876232957,84.95448612266695
72.59090368144588,64.43061752140774,75.29731922636907,75.85754728551909
73.25470975554983,75.84613738861532,71.18134748633602,78.99983555667276
73.30574928190104,71.77860565886009,79.2904157309398,76.8266274285018
72.25542152275663,72.39458317379443,76.53455335549862,72.88557557571988
76.47563353693599,75.07807602462499,78.92604725490777,78.0006408549814
73.56967605167601,74.52702095442191,74.66538107343614,82.81640811794634
72.88450034842991,80.86329303132148,71.82551252915964,77.66282997636833
76.63175785309589,74.63835085029088,79.50546142916602,76.01773731243095
72.90649092144288,73.821730544001,76.9551076874119,63.9769450978397
76.69080729334227,73.84620736067214,73.74658811885702,73.82240599095304
78.05671512847296,74.58435644024206,80.0493540736432,68.90728900144462
76.12199447976228,78.82085191650422,78.62809409087436,78.64207786256495
74.50996405597618,78.37834145984729,82.3142744541316,65.11688624916366
76.60366281340386,73.8803752195211,80.53710869036651,72.66455595977789
76.03733813580965,73.79667258665188,76.15369235800935,64.99343740809269
77.85202107438175,77.07576668139964,74.60145431630524,72.63014865754849
70.02577372717582,72.05503369887113,71.92542626616893,75.10205830132594
76.41873541617731,79.28212558982895,76.95830664070164,79.00393735324499
74.43469944314255,78.39014434115063,74.83447272324634,82.31618656419725
74.80327428850475,77.41962803055137,80.39344776548296,62.766024342796854
72.27168433479628,77.42058253492641,68.94402264591622,68.22721276793584
73.87216467093673,76.92633337465448,75.4386176210749,80.37567883810152
68.95727623684684,67.346675590676,74.98613484401287,76.18662849428665
68.7137343303128,73.45171419448376,75.2141281843138,68.02512576882309
71.37299169218936,69.9711020917785,74.3546616510912,75.10427601307698
75.51517951904874,74.4973952106126,73.28252852594687,70.12441091460227
75.90450283143085,74.1193986473229,76.48315321655728,75.58356719699742
73.85223334647992,77.33060688280155,73.23789672663426,70.63619328139458
73.4932424711103,77.74506011114936,71.73411451236456,68.60093371554224
73.91229592414302,78.96834359977031,72.12404587402375,73.2155230668107
76.88255917138598,73.00208032541939,80.16762271485823,81.1811239829202
75.55291048033747,77.23298684080643,73.13372764087305,77.44246010844583
70.84048841951864,75.36678077507592,75.83384313872439,76.69421301951617
79.56485974749152,78.16322614455007,73.66653301052038,75.37805440439149
71.6965725273427,79.2693281313292,77.97163525374212,79.00539751992528
72.29365607719645,80.57359464870812,73.61947281846624,75.28421051191012
76.1418315547299,77.54617713567806,78.44170328705175,75.36048279757277
76.69149166750805,70.16823141449152,69.52147795085973,87.4572031021025
72.19484339462066,74.39109311323973,68.3879302426522,67.78109981415416
75.39010351741683,78.58100922100883,78.1799782346013,72.63746265020416
69.02655596374349,76.32703510109846,80.29223974732813,76.24799257852683
74.68270146561686,71.24161474752275,82.23668248798073,74.11644896858535
75.19302667616618,78.71155623588321,75.69222539491298,68.19593038610914
69.97537272184586,78.7907686537006,77.20851947397463,77.63574857809316
73.53408437980525,72.75641545702503,72.93450576419382,77.55565034008931
76.54831934454087,76.7379844766717,75.49172848122419,73.19148589314334
68.61108854668221,76.39690594873892,69.14887271086772,78.50521459349582
73.42965324705393,73.23237485718771,84.98911329053243,75.685737425281
69.50573186659845,76.43432824325683,76.2368368757842,69.89508063264142
71.00024053485909,71.04066945317305,85.09785744137821,76.80009291704528
75.57593284238958,75.45237438157723,76.6005622178513,71.52024058588445
76.95546847323975,72.28555743398492,73.17599957908851,80.25631789308912
72.50401609520749,72.79504834314221,63.939869446728565,74.46533892615886
79.75966628327731,72.45038152338421,79.7717529701381,86.61621106602453
76.26497960095041,79.0543858873856,76.27768275464184,73.19398180539335
72.74926037014478,65.12359574296939,76.19941335167174,75.6917626154593
74.08195478313743,78.7442132706813,67.84600440362239,68.33869187347918
73.22325671009483,71.20715814162007,83.58498600490184,79.08391817575675
74.5885909913019,75.7317759445915,71.75162898016663,74.23091269611555
75.68485984823349,69.94175889437139,73.40724173831491,69.66749029054978
72.89565834173791,81.12290459305393,76.50342812137298,71.80333129326998
74.09480182743269,79.1937677452333,68.83343501269741,84.40044180524278
75.55728370665983,75.44582271438586,73.18404028171823,76.55385113666925
76.73782597411441,74.54218533802045,70.294252639695,73.275448971081
74.67320727016131,75.501721082236,72.9684920869991,80.71750030475664
74.80557421423053,78.91614211144969,79.35261054956503,71.09045352910493
74.07930802252852,72.01508480355956,75.54973926397298,73.90459542608029
76.91268755886546,83.66953562107541,75.6103088865028,77.3396205758589
76.5072757358851,75.37759676138457,78.74984689546963,81.41227377710462
77.54114887088335,79.0129731790449,74.38051753246295,91.3386620165297
72.05703031547455,71.60636303979959,78.63280067825518,79.77627190777024
79.59410244186638,74.19544884381033,79.36702457814104,74.9456750348267
73.34859119904519,73.88495194950558,75.33470987414772,78.2056398312579
76.92990240183575,73.61434985188745,79.91359677068608,85.31206539639487
77.16415232630582,76.26849011522428,78.51299191984377,79.9858992051438
73.31973891678251,74.44146262797244,68.15526653527893,83.75945126207286
64.09978906743686,75.96919089229826,71.3339494807279,83.22863250129808
74.00610047867774,74.50403970026379,65.66271609937,75.9546943080302
74.67449996803467,72.45583691223297,78.05201933217542,69.45376632201415
78.77858421817538,76.13517956463052,74.22650535431842,76.7576162182762
80.20739077508594,76.9386627195569,77.52361344511267,73.07255199388692
76.09042633667949,81.47356798196387,74.51749344082405,71.9934676108738
74.00471164757842,79.21249465432268,75.76903825386746,69.14739785480069
75.55156892897845,77.1540055315248,72.86574340995855,64.04318879853099
75.16270388133218,79.08154298227218,63.441888965038395,74.62385257423497
80.05940484511444,72.93646802485864,77.11506269215293,71.46946763148769
76.46654302454452,72.99367662516559,71.07660642678064,80.00011077274486
75.93827338701297,72.2064342624974,75.27722190331892,69.19724675087984
78.68886023144402,72.78600515568101,71.99610270845214,79.0171618081467
81.17239035421852,77.6291556448748,74.418110340562,76.38487527145885
76.72329608005357,68.09780625409164,80.43397050963713,78.56384462853006
75.64096521289984,74.90960182712855,72.78797280600625,80.84758407498117
76.33776866290299,69.20292701916496,70.58466199576307,67.22671357479612
71.46908479909868,78.93414330100592,76.76924897859718,62.92926027108434
73.95518748966698,77.07989228637393,78.80135052880304,80.20759712598215
73.40377900550587,78.85479662691706,72.0202126831326,79.88876013223033
76.44649347763189,70.42705249784315,75.77716509447963,84.97159684958629
81.45804999108621,77.48459574293571,73.05408913326879,84.84404256846888
70.8078908767619,81.12211358485985,75.34544296783152,80.40395770541366
76.73429642416234,70.14035217030221,67.81138348569392,78.7584139183463
73.52375844215355,71.9265281661438,73.90110363253983,74.45259392280768
71.647474450159,73.60081304533995,74.88177163364445,67.25686308656782
76.00054160600172,73.6011116716362,80.57373987982827,67.05162600012443
72.49625097470897,74.87361421536515,78.43424797854814,79.53809605361116
72.04634890696074,80.95927806924334,71.12856871491972,75.8669831995476
72.39378185966825,73.01906270081746,78.37216159280264,74.32472315223913
75.49338642641395,80.92273763897545,76.85536545256753,67.73593522059977
67.94248684280491,75.21268103773971,75.44292593443666,64.95750826378863
77.62559231899105,75.12025869828321,74.1523937460247,72.84039198217037
73.64856886810523,74.82603598471397,70.76687567833896,80.5020945250229
69.12726404352537,74.07628142979853,79.34167091007191,80.7094665684135
77.3899382536285,78.78498729686733,71.27473280655741,68.84139020908248
74.26763905567582,70.83638968222247,72.13833665239812,76.64334891611509
74.1196666721877,71.7822437704506,72.1505413655201,74.85810162489163
70.3505313233872,77.91353412344864,75.8189870540851,77.4321274564423
73.95196463218048,71.09726677720683,83.18694910374764,71.89613222850853
69.45273272518924,67.38403664790299,76.05715834603134,75.1018726149736
74.81880545430833,77.41039280222502,75.0865510443073,74.79055049489473
76.1517022205764,75.64746897961761,73.24996958337846,76.76018198610092
72.63141966255291,72.78779534062554,71.3660700552509,80.9196402232845
78.36891253247208,79.15311798013835,65.18046375183877,80.79672755601635
75.32949468244725,73.99107582076091,64.8269050592511,73.64748447487324
